Genero,PersonaMayor,Socio,Dependientes,Permanencia,ServicioTelefonico,VariasLineas,ServicioInternet,SeguridadLinea,CopiaSeguridadLinea,ProteccionDispositivo,ServicioTecnico,ServicioTV,ServicioPeliculas,Contrato,MetodoPago,RecargoMensual,TotalRecargo,Abandono
1,0,1,1,41,1,1,0,0,1,1,0,1,0,2,3,0.12424616509349382,0.24577881586492215,0
1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.5247392421335294,-0.9725856889473437,0
0,0,1,0,7,1,0,0,1,0,1,1,1,1,0,3,0.5480044001358553,-0.7520181784816746,0
1,0,1,1,25,1,0,1,0,0,0,0,1,1,2,0,0.852113251166256,-0.04622863693553883,1
1,0,1,1,67,1,1,1,1,1,0,1,0,0,2,0,0.8238627021634316,1.6580643507973403,0
1,0,1,1,5,1,1,0,0,0,0,1,0,0,0,1,-0.30117386694903364,-0.8936176191909931,0
1,0,0,1,15,1,1,2,2,2,2,2,2,2,0,0,-1.328164413051698,-0.8650283962850737,0
0,0,1,1,20,1,0,2,2,2,2,2,2,2,0,0,-1.4876969250676457,-0.8237451168765259,0
1,0,1,1,3,1,0,0,0,1,1,0,0,0,0,1,-0.2862176939475387,-0.9339074506993352,1
1,0,1,1,54,1,1,1,0,1,0,1,1,1,2,0,1.3440051632154282,1.4811423180807082,0
1,0,0,0,42,1,0,2,2,2,2,2,2,2,2,1,-1.502653098069141,-0.6375288271379692,0
0,0,1,0,9,1,0,1,0,0,0,0,0,1,0,0,0.4981504901308715,-0.6685685548643961,0
0,0,0,0,63,1,1,1,0,1,0,0,1,1,1,3,1.086426628189679,1.7527509739969453,0
0,0,1,0,69,1,1,2,2,2,2,2,2,2,1,3,-1.3464441800535252,-0.2832432293046133,0
0,0,0,0,69,1,1,2,2,2,2,2,2,2,1,2,-1.3348116010523623,-0.26723767980129937,0
1,0,1,0,40,1,0,0,0,1,0,0,0,0,0,1,-0.48563333396747344,-0.0992566781865184,0
1,0,0,0,60,0,2,0,1,1,1,0,0,0,1,3,-0.8362725010025253,0.06234418024694153,0
0,0,0,0,4,1,0,1,1,0,1,1,0,1,0,3,0.9850570111795458,-0.8371897784593096,1
0,1,0,0,71,1,1,0,1,1,1,1,1,1,1,1,0.8338334841644283,1.7706109595806432,0
0,0,1,0,37,1,1,1,0,0,1,0,0,0,0,2,0.4715617381282136,0.24564635614489483,1
1,0,1,0,32,1,1,1,0,1,0,0,1,1,0,2,1.1329569441943304,0.38086565367289243,0
1,0,0,0,39,1,1,0,0,0,0,1,0,0,1,2,-0.36266035595518026,-0.036470770893518474,0
0,0,0,0,38,1,1,2,2,2,2,2,2,2,2,0,-1.3464441800535252,-0.6044138971311127,0
1,0,0,0,52,1,1,1,0,0,1,0,0,1,1,2,0.8205391081630995,1.013073820743793,0
0,0,1,1,48,1,1,1,1,1,0,0,1,1,0,2,1.3456669602155942,1.1984070456821667,0
1,0,1,1,70,0,2,0,1,0,1,1,1,1,1,3,-0.17487729493640836,0.8219123681242124,0
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,2,0.19237984210030476,-0.34870040761816645,0
0,0,0,0,50,1,1,0,1,0,1,1,1,1,2,2,0.5895493251400084,0.8370569294473482,0
0,0,0,0,19,0,2,0,0,0,0,0,1,1,2,2,-0.6617838159850824,-0.6136198476730188,1
1,0,1,1,25,1,0,0,1,1,1,0,0,0,2,3,-0.10508182092943114,-0.2968424272274291,0
1,0,0,0,12,1,0,0,0,1,0,0,0,0,0,3,-0.5221928679711282,-0.7463003339004908,0
1,1,1,0,39,1,1,1,0,1,1,0,1,1,0,0,1.3589613362169235,0.8837269041370113,1
1,0,0,0,7,1,0,1,0,0,1,0,0,0,0,1,0.3286471961139271,-0.7677146553049247,1
0,0,1,1,23,1,0,0,1,1,1,1,0,0,2,1,0.04946530008601827,-0.3309287285144868,0
1,0,0,0,27,1,0,2,2,2,2,2,2,2,0,0,-1.5076384890696393,-0.7742272582062731,0
1,1,0,0,47,1,1,1,0,0,0,0,1,0,0,2,0.707536912151803,0.6986365220186876,0
1,0,1,1,26,1,0,2,2,2,2,2,2,2,1,2,-1.51594747407047,-0.7804307884275575,0
0,0,1,0,14,1,1,0,1,0,0,0,1,0,0,3,-0.0020504069191314505,-0.5926691352886809,1
0,1,1,0,11,1,1,1,0,0,1,1,1,1,0,3,1.3057838322116073,-0.5076079184110687,1
1,0,0,1,2,1,0,2,2,2,2,2,2,2,0,1,-1.5126238800701375,-0.9868030322302875,0
0,0,1,1,26,1,0,1,1,1,0,0,0,0,0,0,0.571269558138181,-0.0941569789654624,0
0,1,1,0,72,1,1,1,1,1,1,1,1,1,1,3,1.6580847962468257,2.671557821967187,0
0,0,1,1,63,1,0,2,2,2,2,2,2,2,1,2,-1.4876969250676457,-0.4742280689641573,0
1,0,1,1,71,1,0,2,2,2,2,2,2,2,1,1,-1.4943441130683104,-0.39166151014706163,0
1,0,1,1,11,1,1,0,1,0,0,0,1,0,0,3,0.012905766082363752,-0.6887686621685787,0
1,1,1,0,14,1,0,2,2,2,2,2,2,2,2,1,-1.4993295040688086,-0.9071947404938043,0
0,0,0,1,13,1,1,0,1,1,1,1,1,1,1,2,0.8039211381614383,-0.4952008579684998,0
1,0,0,1,6,1,0,2,2,2,2,2,2,2,0,1,-1.481049737066981,-0.9647264122257165,0
1,1,1,1,11,1,1,1,0,0,0,0,0,0,0,2,0.3469269631157544,-0.6658310539838294,0
1,0,1,0,18,1,1,0,0,1,0,0,0,0,0,2,-0.2646143329453791,-0.5336583300164626,0
1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,-0.9708780580159814,-0.9924546469514576,1
0,0,1,0,32,1,0,1,1,0,0,0,0,0,0,3,0.35689774511675104,0.018279246717817686,0
1,0,0,0,29,0,2,0,1,0,0,1,0,0,2,1,-0.9692162610158152,-0.5345634714366501,0
0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,-0.14995033993391652,-0.9328698495591204,0
0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1.0099839661820376,-0.9212133941967069,1
1,0,1,1,13,1,0,1,0,0,1,0,1,1,0,1,1.0598378761870213,-0.49471517232839923,1
0,0,0,0,41,0,2,0,0,1,0,0,0,1,0,0,-0.8113455460000335,-0.26732598628131765,0
0,0,0,0,1,1,0,2,2,2,2,2,2,2,0,0,-1.5259182560714666,-0.9998282380329845,0
1,0,0,0,7,1,0,0,0,0,0,0,1,0,0,1,-0.3294244159518578,-0.8446075227808455,0
0,0,1,0,52,1,0,0,1,0,1,0,1,0,2,1,-0.015344782920460624,0.4977392799770914,0
0,0,1,1,45,1,1,2,2,2,2,2,2,2,1,3,-1.3331498040521963,-0.505334026550598,0
1,0,1,0,70,1,1,0,0,1,1,1,1,0,1,2,0.3768393091187443,1.3161858134065532,0
0,0,0,0,53,1,0,2,2,2,2,2,2,2,1,1,-1.5309036470719648,-0.564101989002766,0
0,1,1,0,62,1,1,1,0,1,1,0,1,0,2,2,1.1030445981913404,1.6130280459880153,0
0,0,1,0,60,1,1,1,1,1,0,0,0,1,0,2,0.9750862291785487,1.4096361458859021,0
0,1,1,0,3,1,0,1,0,0,0,0,1,0,0,0,0.5197538511330313,-0.9092257895342248,1
0,1,1,0,23,1,0,1,1,0,0,0,1,1,0,0,1.0083221691818711,0.01887531545794126,0
1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,-1.1104690060299358,-0.9943090830318417,1
0,0,0,0,67,1,0,0,1,0,1,1,0,1,2,3,0.25220453410628507,1.1957578512816183,0
0,0,0,0,12,1,1,1,0,1,0,0,1,0,0,3,0.8305098901640962,-0.5434824259184966,1
0,1,1,0,71,1,1,0,1,1,1,1,0,1,1,3,0.5961965131406729,1.566512607638384,0
1,0,0,0,25,1,0,2,2,2,2,2,2,2,2,2,-1.491020519067978,-0.7826163738080101,0
0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,-0.36432215295534653,-0.8827779987687489,0
1,0,0,0,26,1,1,0,0,0,0,0,0,0,2,2,-0.4391030179628221,-0.43619005269628136,0
1,0,1,1,1,1,0,2,2,2,2,2,2,2,2,1,-1.4993295040688086,-0.9994750121129112,0
1,1,0,0,70,0,2,0,0,1,1,0,1,0,2,2,-0.6883725679877405,0.3215899289606192,0
1,0,1,1,72,1,1,1,1,1,1,1,1,1,1,0,1.6364814352446657,2.5652368200251727,0
1,0,1,0,60,1,0,1,0,1,0,0,1,1,2,0,0.9850570111795458,1.4689560238381847,1
0,1,1,1,32,1,1,1,0,1,0,0,1,1,0,0,1.1844726511994805,0.41254560337945184,0
1,0,0,0,1,1,0,2,2,2,2,2,2,2,0,0,-1.4926823160681442,-0.999386705632893,1
0,0,0,0,14,1,1,0,0,1,0,0,0,0,2,1,-0.3493659799538513,-0.6667582720240213,0
0,0,0,0,13,1,1,1,1,0,0,0,0,0,0,2,0.5064594751317022,-0.553659747740604,0
0,0,0,0,6,1,1,1,0,1,1,1,1,1,0,2,1.5002140812310438,-0.7125672585335061,1
0,0,0,0,46,1,1,0,1,0,1,0,1,1,1,1,0.4798707231290442,0.5786280156738397,0
1,0,0,0,15,1,0,1,0,0,1,1,1,1,0,0,1.2160467942026365,-0.3220318506526446,1
1,1,1,0,43,1,1,1,0,1,0,1,1,0,0,0,0.9817334171792133,0.7372926836466916,0
1,0,0,0,39,1,0,0,0,0,0,1,0,0,1,3,-0.49726591296863637,-0.13782453333450395,0
1,1,0,0,21,1,0,0,0,0,1,0,1,0,0,3,-0.1565975279345811,-0.462350847401698,1
1,0,0,0,57,0,2,0,1,0,1,0,1,1,0,0,-0.36598394995551253,0.40298642691747255,0
0,0,1,0,53,1,0,1,0,0,0,1,1,1,2,0,0.9534828681763894,1.1430830359507118,0
1,0,1,1,18,1,0,1,1,0,1,0,1,0,0,1,0.7690234011579499,-0.34563175743753105,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,-0.1532739339342488,-0.9815929499092088,1
0,0,1,0,58,1,1,0,1,0,0,1,0,0,2,3,-0.12336158793125863,0.5278297130433217,0
0,1,0,0,71,1,1,1,0,0,1,0,1,1,1,3,1.3057838322116073,2.2651714009230437,0
0,0,0,0,35,1,0,1,0,0,1,1,1,1,2,0,1.1462513201956595,0.5513413133481898,0
1,0,0,0,3,1,0,1,0,0,1,0,0,1,0,2,0.6959043331506403,-0.8947876800512354,0
1,0,0,0,38,1,1,1,1,1,0,0,1,1,2,0,1.332372584214265,0.708195698480667,0
1,0,1,1,35,1,1,0,1,1,1,1,0,0,1,2,0.1458495260956536,0.09133078231294334,0
1,0,0,0,7,1,1,1,0,0,1,0,1,0,0,0,0.853775048166422,-0.7461237209404541,1
0,0,0,0,47,1,0,0,0,0,1,1,1,1,1,1,0.3220000081132625,0.541760060266206,0
0,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,-0.47566255196647655,-0.6701801481247298,0
0,1,1,0,20,1,0,0,0,1,0,0,0,1,0,0,-0.15825932493474712,-0.45210729571957714,0
1,0,1,0,66,1,1,0,1,1,0,1,1,1,1,0,0.680948160149145,1.4372098442716117,0
1,0,1,0,15,1,0,2,2,2,2,2,2,2,0,2,-1.505976692069473,-0.857654805203547,0
0,0,0,0,42,1,0,2,2,2,2,2,2,2,1,3,-1.462769970065154,-0.6352990885175076,0
0,0,1,0,17,1,1,1,1,0,0,0,0,0,0,0,0.4698999411280476,-0.4125459926713858,0
1,0,0,0,37,1,1,1,0,1,0,1,1,1,2,2,1.3207400052131024,0.6599582837706792,0
0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,0,-0.5105602889699653,-0.7380878312587903,0
1,0,1,0,53,1,0,1,0,1,0,0,1,1,2,3,0.9800716201790473,1.1412065232503232,1
0,0,0,0,60,1,1,2,2,2,2,2,2,2,1,1,-1.3215172250510334,-0.34362278501711513,0
1,0,1,1,18,0,2,0,0,0,0,0,0,0,0,2,-1.303237458049206,-0.8015801903919366,0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.3369561811147577,-0.9750803470078603,1
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0.17908546609897608,-0.9224055316769539,0
0,0,0,1,9,1,0,0,0,0,0,1,1,1,0,2,0.15415851109648424,-0.7558374337424654,0
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.5147684601325327,-0.9727181486673712,1
1,0,1,0,56,1,1,1,1,1,1,0,0,0,2,0,0.9435120861753927,1.3116380296856116,0
1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,0,0.14086413509515505,-0.500543400009606,1
0,0,1,1,11,1,1,0,0,0,0,1,0,1,0,0,0.05278889408635033,-0.6810639217869834,1
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0.15914390209698231,-0.7779582069870457,0
0,0,1,1,69,1,0,2,2,2,2,2,2,2,1,3,-1.481049737066981,-0.3844203787855623,0
1,0,0,0,19,1,1,1,0,0,0,0,0,1,0,3,0.7058751151516369,-0.33152479725461015,1
0,0,1,1,3,1,0,1,0,0,0,0,0,1,0,0,0.5164302571326989,-0.897745947131848,1
1,0,1,1,54,1,0,2,2,2,2,2,2,2,1,2,-1.4744025490663168,-0.5266158882350045,0
1,0,1,0,62,1,1,2,2,2,2,2,2,2,2,2,-1.3630621500551865,-0.36934204732244036,0
1,0,0,0,24,1,1,1,0,1,0,0,1,0,0,2,0.857098642166754,-0.0003313439460355334,1
0,0,1,1,62,1,1,0,0,0,0,0,1,1,0,2,0.1890562480999727,0.8906368861984418,0
1,0,0,0,17,1,1,0,1,0,0,0,0,1,0,3,0.03284733008435704,-0.5175203207931212,0
1,0,0,0,9,0,2,0,0,0,0,0,0,0,0,1,-1.3348116010523623,-0.9242158145173287,0
1,0,1,1,64,1,0,0,1,0,1,1,1,0,1,1,0.14917312009598566,0.9556746087319082,0
0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0.3701921211180802,-0.9448574542216026,1
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,-0.6285478759817599,-0.9879068632305161,1
0,0,1,0,16,0,2,0,0,0,0,1,1,1,0,0,-0.4922805219681378,-0.6504215732206388,1
0,0,1,0,72,1,1,2,2,2,2,2,2,2,1,3,-1.3331498040521963,-0.20012475498740345,0
1,0,0,0,30,1,1,1,1,1,1,0,0,0,2,3,0.852113251166256,0.23725724054315783,0
0,0,1,0,49,1,1,1,1,0,0,0,1,1,0,1,1.1994288242009752,1.1321109558084401,0
1,0,1,0,61,1,1,0,1,0,1,1,0,1,1,2,0.3519123541162525,1.0799880559776478,0
1,0,1,1,47,1,1,1,0,1,0,0,1,0,0,0,0.745758243155624,0.7656832169725698,0
1,0,0,0,20,1,0,0,1,0,1,0,0,1,0,2,-0.012021188920128096,-0.39062390900684685,0
1,0,1,1,34,1,0,1,0,0,0,0,1,0,0,0,0.44995837712605385,0.12407040977972221,1
0,0,1,1,70,1,1,2,2,2,2,2,2,2,1,3,-1.33148800705203,-0.26377165046058165,0
1,0,0,1,54,1,0,1,1,1,0,1,1,1,2,0,1.3656085242175875,1.564503635217968,0
1,1,1,0,61,1,1,1,0,1,1,1,1,0,2,1,1.114677177192503,1.6704272579999,0
1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0.4050898581215687,-0.9073051235938272,1
1,0,0,0,13,1,0,2,2,2,2,2,2,2,2,1,-1.505976692069473,-0.8888490692700058,0
0,1,0,0,16,1,1,1,0,0,0,0,1,1,0,0,1.04321990618536,-0.33295977755490724,1
0,0,1,1,3,1,0,0,0,1,0,0,1,0,0,2,-0.20146604693906622,-0.9337087611192942,0
1,0,0,0,25,1,0,2,2,2,2,2,2,2,0,1,-1.4827115340671475,-0.7713352209856743,0
1,0,0,0,30,1,1,0,1,0,0,0,0,1,0,1,-0.008697594919796037,-0.17433926282206444,0
0,0,1,0,21,0,2,0,1,0,0,0,0,0,0,0,-1.2051914350394048,-0.7302727077771722,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.6468276429835874,-0.9881497060505663,1
0,0,0,0,15,1,0,2,2,2,2,2,2,2,0,3,-1.5076384890696393,-0.8804158004282597,1
1,1,1,0,23,1,0,1,0,0,0,0,1,1,0,0,0.853775048166422,-0.07331664968114744,0
0,0,1,1,45,1,1,1,1,1,0,0,1,1,0,0,1.3423433662152622,1.0806945078177939,0
0,0,1,1,24,1,1,1,0,1,1,0,0,0,2,3,0.6111526861421681,-0.11049367776884507,0
0,0,0,0,11,1,1,1,0,0,0,1,1,0,0,0,0.8438042661654254,-0.5719391891043887,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.655136627984418,-0.9882600891505892,1
0,0,1,0,56,1,1,1,0,0,1,1,1,1,1,3,1.2775332832087833,1.5281655186904444,0
0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.3668685271177477,-0.974682967847778,1
1,0,0,0,1,1,0,2,2,2,2,2,2,2,0,0,-1.505976692069473,-0.9995633185929297,0
0,0,0,0,7,1,0,1,0,0,0,0,0,1,0,0,0.48319431712937627,-0.7771634486668809,1
0,1,1,0,55,1,0,1,0,0,1,1,1,0,1,2,0.7989357471609397,1.1135445183845958,0
0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,-1.125425179031431,-0.9820786355493092,1
0,0,1,1,72,1,1,0,1,0,1,1,1,1,1,2,0.7025515211513049,1.6899429900839407,0
0,1,0,0,45,0,2,0,0,0,0,0,0,1,2,0,-1.0157465770204666,-0.3032004937887456,0
0,0,0,0,47,1,0,2,2,2,2,2,2,2,1,1,-1.4827115340671475,-0.5462199267990635,0
0,1,0,0,46,1,0,1,0,1,0,0,1,1,2,2,1.0133075601823696,0.9452765207097552,1
1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,-0.48064794296697516,-0.9671989936662284,0
0,0,1,0,2,1,0,1,1,0,0,1,0,0,0,0,0.5114448661322007,-0.9222509953369218,0
0,0,1,0,12,1,0,0,0,1,0,0,0,0,0,0,-0.4490737999638187,-0.7378891416787492,0
0,1,1,0,68,1,1,1,0,1,0,0,0,1,0,3,0.8255244991635976,1.6973828110254814,1
1,0,1,1,69,1,0,1,0,0,0,1,1,1,1,2,1.0116457631822036,1.937620589915223,0
1,1,0,1,56,1,0,1,1,0,0,0,1,1,2,2,0.9983513871808746,1.316207890026558,0
0,1,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0.5147684601325327,-0.8740577338669432,0
1,0,1,0,64,1,1,0,0,1,1,1,1,0,1,3,0.3768393091187443,1.11950520578583,0
1,0,1,0,59,1,1,1,1,1,1,0,1,1,2,0,1.5085230662318745,1.838871868634777,1
1,0,1,1,62,1,1,1,1,1,1,1,1,1,1,3,1.6879971422498155,2.152801405099777,0
1,0,1,1,63,1,1,2,2,2,2,2,2,2,1,2,-1.3331498040521963,-0.3129583598307659,0
0,0,0,0,53,0,2,0,1,1,1,1,1,0,2,0,-0.37096934095601086,0.2631089625685104,0
1,0,1,1,5,1,0,2,2,2,2,2,2,2,0,1,-1.505976692069473,-0.9701572607468408,0
1,1,1,0,49,1,1,1,1,1,1,0,0,0,0,0,0.7789941831589464,0.8283808177855516,0
0,0,1,1,62,1,1,1,1,0,0,0,1,1,1,3,1.2093996062019723,1.9228954843721744,0
0,0,1,0,55,1,0,0,1,1,0,1,0,0,1,1,-0.2646143329453791,0.36591978192979785,0
0,1,1,0,71,1,0,1,1,1,1,1,1,0,1,0,1.1512367111961581,2.156863503180618,0
0,0,1,1,72,1,0,2,2,2,2,2,2,2,1,2,-1.4843733310673135,-0.4225687781534611,0
1,0,1,1,36,0,2,0,1,0,1,1,1,1,2,2,-0.1349941669324213,-0.02152489915042372,0
1,0,1,0,25,1,0,2,2,2,2,2,2,2,2,3,-1.4561227820644893,-0.7895263558694408,0
0,1,1,0,72,1,1,1,1,1,1,1,1,1,1,3,1.6647319842474897,2.664493303565725,0
0,0,0,0,36,1,0,2,2,2,2,2,2,2,2,3,-1.5126238800701375,-0.70799739819256,0
1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,-0.06519869292544432,-0.9804228890489664,0
0,0,1,0,72,1,1,1,1,0,1,0,1,1,1,0,1.3539759452164248,2.322769302514969,0
1,0,1,1,59,1,0,2,2,2,2,2,2,2,1,1,-1.4926823160681442,-0.4835002493660771,0
1,1,1,0,7,1,0,1,0,0,0,0,1,1,0,0,0.8222009051632656,-0.7093661486328434,1
0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,2,0.3103674291120994,-0.9754335729279334,0
0,0,1,1,30,1,1,1,0,1,1,1,1,1,0,0,1.42044782522307,0.4235176835217236,0
1,0,0,0,64,1,0,2,2,2,2,2,2,2,1,1,-1.502653098069141,-0.46058471780133237,0
1,0,0,0,63,1,1,0,1,1,1,1,0,0,2,3,0.13421694709449047,0.8071431093411545,0
1,1,1,0,72,1,1,0,1,1,1,0,1,1,1,2,0.6543594081464872,1.5968238069046603,0
1,0,1,0,8,1,0,1,1,0,0,0,0,0,0,0,0.3402797751150898,-0.728683191136843,1
0,0,0,0,62,1,1,0,0,1,1,1,1,1,1,3,0.6560212051466533,1.2848149363800576,0
1,0,1,1,67,1,1,1,0,1,1,1,1,1,1,3,1.5434208032353631,2.3169410748337627,0
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,-0.6651074099854146,-0.8885179199699372,1
0,0,1,1,70,1,1,0,1,0,0,1,1,1,1,3,0.5264010391336955,1.402704087204467,0
0,1,0,0,20,1,0,1,0,0,0,0,1,0,0,3,0.529724633134028,-0.29542952354713653,0
0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0.3602213391170831,-0.8304343327379109,0
0,0,1,1,24,0,2,0,1,1,1,0,1,1,2,0,-0.238025580942721,-0.40424518354966715,0
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,-0.6883725679877405,-0.7945819018504875,1
1,0,1,0,72,1,1,1,0,1,1,1,1,1,1,2,1.5234792392333694,2.507418152233201,0
0,0,1,1,66,1,0,0,1,1,0,1,0,0,1,2,-0.21808401694072746,0.6744405464936779,0
0,0,1,1,45,1,0,0,1,0,1,1,1,1,1,1,0.5396954151350246,0.5520477651883361,0
0,0,1,1,69,1,0,2,2,2,2,2,2,2,1,3,-1.4976677070686424,-0.3913745140870022,0
1,1,1,0,15,1,1,1,0,0,0,0,0,1,0,3,0.6925807391503078,-0.4140472028316967,1
0,0,0,0,28,1,0,0,0,0,1,0,1,0,0,3,-0.17321549793624233,-0.28119010364418817,0
0,0,0,0,70,1,1,1,1,1,1,1,1,1,2,2,1.6879971422498155,2.5804476112083226,1
0,0,0,0,36,1,0,0,1,1,1,1,0,1,2,1,0.35855954211691704,0.17522193833031324,0
1,1,0,0,16,1,1,1,0,0,0,0,1,0,0,0,0.7258166791536302,-0.44254811925759785,1
0,0,0,0,18,1,1,1,0,0,0,0,1,0,0,0,0.679286363148979,-0.32205392727264914,1
0,0,1,0,34,1,1,1,0,0,0,0,1,1,0,0,1.0930738161903437,0.4080861261385285,1
1,0,1,1,42,0,2,0,0,1,1,0,0,1,2,2,-0.6534748309842517,-0.10342915936738224,0
1,0,0,0,48,1,1,0,1,0,0,1,0,1,2,3,0.20567421810163394,0.5942582626370758,0
1,0,1,0,47,1,1,1,0,1,1,1,1,1,0,0,1.4885815022298807,1.254503737113782,1
0,0,1,1,39,1,1,1,0,1,1,1,0,0,2,0,0.8238627021634316,0.5259311237229285,1
0,0,1,1,11,1,0,2,2,2,2,2,2,2,1,2,-1.4577845790646555,-0.9188291192362132,0
1,0,0,0,7,1,0,2,2,2,2,2,2,2,0,1,-1.4893587220678117,-0.9430250947612232,0
0,0,0,0,3,1,1,2,2,2,2,2,2,2,0,1,-1.3348116010523623,-0.9700248010268135,0
1,0,0,0,8,1,0,0,1,0,1,0,0,1,0,0,0.06442147308751348,-0.7525038641217752,0
1,0,0,1,1,1,0,2,2,2,2,2,2,2,0,1,-1.505976692069473,-0.9995633185929297,1
1,0,1,1,32,1,0,1,1,1,1,0,0,1,2,1,0.9983513871808746,0.3745296637315806,0
1,0,1,1,60,1,0,0,1,1,1,1,0,0,2,3,0.036170924084689096,0.7263206035044198,0
0,0,1,0,10,1,0,2,2,2,2,2,2,2,0,3,-1.4893587220678117,-0.9252534156575435,0
0,0,1,0,71,1,1,2,2,2,2,2,2,2,1,3,-1.3331498040521963,-0.2530644897583647,0
0,0,1,1,4,1,0,2,2,2,2,2,2,2,0,1,-1.4760643460664828,-0.9744401250277278,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.14917312009598566,-0.9775750050683768,1
0,0,1,1,43,0,2,0,1,1,0,1,1,0,2,3,-0.4490737999638187,-0.058150011738007185,0
1,0,1,0,59,1,1,1,0,0,1,0,1,1,2,3,1.15456030519649,1.6238676664102598,1
0,0,1,0,23,1,0,0,0,0,1,1,0,0,0,0,-0.3493659799538513,-0.46879722044303285,0
0,0,1,0,72,1,0,2,2,2,2,2,2,2,1,3,-1.5076384890696393,-0.3474199636579013,0
1,0,1,0,22,1,0,0,1,0,0,1,0,0,2,2,-0.2828940999472064,-0.4376029563765739,0
0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,-1.3165318340505352,-0.9970465839124084,0
1,0,0,0,69,1,1,2,2,2,2,2,2,2,1,3,-1.3564149620545218,-0.25176196917809507,0
1,0,0,0,50,0,2,0,1,0,0,1,0,0,2,1,-0.9758634490164797,-0.23595510925482216,0
0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,-1.3148700370503688,-0.997024507292404,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,-0.6567984249845841,-0.9655653237858902,1
0,0,1,0,15,1,0,1,0,1,0,0,0,0,0,3,0.3519123541162525,-0.5160411872528149,0
1,0,0,0,31,1,0,2,2,2,2,2,2,2,1,3,-1.4744025490663168,-0.7392137388790234,0
1,0,0,0,1,1,0,2,2,2,2,2,2,2,0,1,-1.4827115340671475,-0.9992542459128655,1
1,0,1,0,66,1,1,1,0,1,1,0,1,1,0,2,1.3373579752147637,2.1414098691774184,1
0,0,1,1,0,0,2,0,1,1,1,1,1,0,1,2,-0.289541287947871,-8.424012272606612e-17,0
1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,2,-0.3344098069523561,-0.9333334585792166,1
0,0,0,0,8,1,0,2,2,2,2,2,2,2,1,1,-1.4876969250676457,-0.9456301359217626,0
1,0,1,1,64,1,0,0,1,0,1,0,1,1,2,2,0.2754696921086109,1.0620397639139314,0
0,0,1,0,28,1,0,2,2,2,2,2,2,2,0,1,-1.4710789550659844,-0.7595463059032334,0
0,0,1,0,57,1,1,1,0,0,1,0,1,1,2,2,1.1961052302006432,1.6344202907724446,0
0,0,1,1,14,1,1,1,0,0,1,0,0,1,0,0,0.74742004015579,-0.45243844501964575,1
1,0,0,0,19,1,0,2,2,2,2,2,2,2,1,1,-1.4893587220678117,-0.8432387723405621,0
1,0,1,0,10,1,0,1,0,0,0,0,1,0,0,0,0.5047976781315362,-0.629669550416342,1
0,0,1,0,51,0,2,0,0,1,0,0,1,1,0,0,-0.5022513039691346,0.11923562999872105,0
0,0,1,0,67,1,1,0,1,1,1,0,0,0,1,1,0.02952373608402498,0.9005272119604899,0
1,0,1,1,11,1,0,2,2,2,2,2,2,2,0,0,-1.4727407520661506,-0.8974147978317795,0
1,0,1,1,72,0,2,0,1,0,1,1,1,1,1,3,-0.1266851819315907,1.0004018408611692,0
1,0,1,1,66,1,0,2,2,2,2,2,2,2,2,0,-1.4760643460664828,-0.4078878258504213,0
0,0,0,0,18,1,1,1,0,0,0,1,1,0,0,0,0.7839795741594445,-0.2843470603048419,1
0,0,0,0,9,1,0,2,2,2,2,2,2,2,0,0,-1.504314895069307,-0.9291830540183572,0
